,MAE,Model,Features
604,0.2665939461555373,NMF->DT (MF),All_features
961,0.26659613809922045,RF,Theory_features
616,0.2665972483343724,NMF->DT (MF),All_features
67,0.2665977294426249,RF,Theory_features
582,0.2665986464316942,NMF->RF,All_features
400,0.2665997558666452,RF,All_features
934,0.2666003849563069,RF,Theory_features
71,0.2666005658569312,Lasso,Theory_features
860,0.2666013135808019,NMF->RF,Theory_features
572,0.2666063287860844,NMF->DT (MF),All_features
12,0.2666066773369933,NMF->DT (MF),Theory_features
256,0.2666104601932598,NMF->DT (MF),All_features
871,0.26661149205343043,NMF->RF,Theory_features
285,0.26661180883171903,NMF->DT (MF),All_features
20,0.2666148472559187,DT (MF),Theory_features
65,0.2666150391548792,NMF->DT (MF),Theory_features
948,0.2666166401512885,RF,All_features
249,0.2666183293654045,RF,All_features
594,0.2666201106277309,RF,Theory_features
843,0.2666204878460832,NMF->RF,Theory_features
2105,0.2666232201696026,NMF->RF,All_features
29,0.2666234976062477,Lasso,All_features
949,0.2666250410322565,RF,Theory_features
216,0.2666287790303369,RF,Theory_features
165,0.266630384236807,NMF->RF,Theory_features
2539,0.2666307987461937,NMF->RF,All_features
122,0.2666314672229809,Lasso,Theory_features
1385,0.26663927775297785,NMF->RF,All_features
296,0.2666397179863451,NMF->RF,Theory_features
281,0.26664400673683497,NMF->RF,All_features
578,0.2666456170346023,RF,All_features
88,0.26664688865449937,Lasso,Theory_features
453,0.2666505497987457,NMF->RF,Theory_features
810,0.266651603282,NMF->RF,All_features
185,0.2666536399947817,NMF->RF,Theory_features
604,0.26665413344303873,NMF->RF,All_features
551,0.2666591932610348,NMF->RF,Theory_features
18,0.2666602926395932,Lasso,Theory_features
624,0.26666122860624525,NMF->RF,All_features
167,0.2666632449893856,Lasso,Theory_features
181,0.266664452181791,Lasso,Theory_features
137,0.2666653602699097,Lasso,Theory_features
147,0.266667511108416,NMF->RF,Theory_features
777,0.26666943247396296,RF,Theory_features
2941,0.2666699849890957,NMF->RF,All_features
106,0.2666711903462551,NMF->DT,All_features
647,0.26667221366402033,NMF->DT (MF),All_features
52,0.2666811148521925,Lasso,Theory_features
198,0.2666855708122767,NMF->DT (MF),All_features
2534,0.2666870072677095,NMF->RF,All_features
477,0.2666917614632889,RF,Theory_features
117,0.26669643150117195,NMF->RF,All_features
933,0.26669999957524626,RF,Theory_features
2537,0.2667013509077462,NMF->RF,All_features
595,0.266701383437957,NMF->RF,Theory_features
163,0.2667016506322123,Lasso,Theory_features
2495,0.2667072484418878,NMF->RF,All_features
216,0.2667127632136521,NMF->RF,Theory_features
177,0.26671524664824753,NMF->RF,Theory_features
78,0.2667157825569635,Lasso,Theory_features
2913,0.2667198725687614,NMF->RF,All_features
306,0.2667205869465417,RF,All_features
828,0.2667217500484581,RF,Theory_features
2715,0.2667228549530313,NMF->RF,All_features
603,0.2667251424848421,RF,Theory_features
612,0.26672668591194576,RF,Theory_features
472,0.2667313085614286,RF,Theory_features
190,0.2667333625720684,RF,Theory_features
319,0.2667345904482241,NMF->RF,Theory_features
52,0.26673659954023565,NMF->DT,All_features
864,0.2667430476488652,NMF->RF,Theory_features
921,0.266743257980024,NMF->RF,All_features
61,0.2667467263915221,Lasso,All_features
282,0.26674852224336626,RF,Theory_features
67,0.2667505993303723,NMF->RF,All_features
471,0.2667510036601787,NMF->RF,All_features
149,0.2667528803132656,NMF->DT (MF),All_features
859,0.2667552440941117,NMF->RF,Theory_features
2898,0.2667576313194357,NMF->RF,All_features
5,0.2667585266663527,NMF->RF,Theory_features
119,0.26676202002048033,NMF->DT (MF),All_features
243,0.2667652369574665,RF,All_features
675,0.2667669020840148,NMF->RF,Theory_features
205,0.26676871202236746,NMF->DT (MF),All_features
726,0.2667701375162108,RF,Theory_features
2724,0.26677175957875604,NMF->RF,All_features
1750,0.2667718302328268,NMF->RF,All_features
645,0.26677366313529033,RF,Theory_features
19,0.2667769913484725,NMF->RF,All_features
597,0.26677705727945683,NMF->RF,Theory_features
93,0.2667821027034563,NMF->DT (MF),All_features
9,0.26678757088306265,RF,Theory_features
2404,0.2667885983745362,NMF->RF,All_features
667,0.2667958207022621,NMF->RF,Theory_features
490,0.266798531467051,NMF->RF,Theory_features
472,0.266799063844251,NMF->RF,All_features
1,0.2668017916803575,NMF->DT (MF),Theory_features
480,0.2668056339829734,RF,Theory_features
7,0.2668087593089308,Lasso,Theory_features
294,0.2668105182535844,NMF->RF,All_features
529,0.26681165462669365,NMF->DT (MF),All_features
987,0.26681200664791666,RF,All_features
703,0.2668138762699181,RF,Theory_features
1770,0.2668156640882625,NMF->RF,All_features
1745,0.2668185379321569,NMF->RF,All_features
2517,0.2668248882820473,NMF->RF,All_features
68,0.26682848220290395,NMF->DT (MF),Theory_features
18,0.2668289592230063,RF,All_features
2843,0.2668303929207469,NMF->RF,All_features
249,0.2668313084357239,NMF->RF,Theory_features
2746,0.266832732003128,NMF->RF,All_features
563,0.26683394527658105,NMF->RF,All_features
1942,0.2668350440167557,NMF->RF,All_features
136,0.2668364144967284,NMF->RF,Theory_features
164,0.2668387411768762,Lasso,Theory_features
690,0.2668452302683389,NMF->RF,All_features
472,0.2668488859673597,RF,All_features
255,0.2668505485796288,NMF->RF,All_features
2751,0.2668513513375881,NMF->RF,All_features
25,0.2668522108843537,DT (MF),Theory_features
8,0.2668527824187307,DT (MF),Theory_features
393,0.2668551531284883,NMF->RF,All_features
526,0.2668581747653211,RF,All_features
803,0.2668600379425497,NMF->RF,Theory_features
3246,0.2668644047555461,NMF->RF,All_features
773,0.2668645497309334,NMF->RF,All_features
3628,0.2668672601175154,NMF->RF,All_features
3,0.26687032756926016,Lasso,Theory_features
1882,0.2668724806687345,NMF->RF,All_features
696,0.2668727807195251,NMF->RF,All_features
229,0.2668757419038205,RF,Theory_features
367,0.2668768860242559,RF,All_features
57,0.26687698286818473,RF,Theory_features
139,0.2668784157724096,RF,All_features
677,0.2668784406030521,NMF->RF,Theory_features
260,0.2668794006640883,NMF->RF,All_features
19,0.2668847820870637,Lasso,Theory_features
38,0.2668865836904262,NMF->RF,All_features
327,0.2668875888224133,RF,Theory_features
2645,0.2668885900990649,NMF->RF,All_features
43,0.26689553973934,NMF->DT,All_features
182,0.26689630271114684,Lasso,Theory_features
120,0.2668967986037234,Lasso,Theory_features
232,0.2668972971201779,RF,All_features
570,0.26690357566863776,NMF->DT (MF),All_features
248,0.2669044611553809,NMF->RF,All_features
350,0.2669082326818994,NMF->DT (MF),All_features
171,0.2669163548687956,Lasso,Theory_features
674,0.2669171944067026,NMF->RF,Theory_features
339,0.2669194740380028,RF,All_features
519,0.2669194828116397,RF,Theory_features
393,0.26691956618781737,RF,All_features
68,0.26691984141653197,Lasso,Theory_features
461,0.2669223232013846,NMF->RF,All_features
864,0.26692279874870384,RF,All_features
1027,0.26692340541677584,RF,All_features
2201,0.2669247062120238,NMF->RF,All_features
174,0.2669248481050859,NMF->RF,Theory_features
85,0.26692752924545105,NMF->DT,All_features
2356,0.2669340084481005,NMF->RF,All_features
46,0.2669354742721553,NMF->RF,All_features
3455,0.2669359211070982,NMF->RF,All_features
231,0.2669383690726151,NMF->DT (MF),All_features
335,0.2669385198359358,NMF->RF,All_features
593,0.2669392244969152,NMF->RF,All_features
518,0.2669395702520628,RF,Theory_features
1241,0.2669423390381424,NMF->RF,All_features
372,0.2669453447661257,RF,All_features
789,0.26694887816083546,RF,Theory_features
944,0.2669522239179695,RF,Theory_features
103,0.2669525548551038,NMF->DT (MF),All_features
288,0.2669557077525825,NMF->RF,All_features
210,0.2669606650761001,RF,All_features
150,0.2669622682220884,RF,Theory_features
1734,0.26696294921741315,NMF->RF,All_features
50,0.26696539173171224,RF,Theory_features
916,0.2669664152942071,RF,All_features
57,0.2669669173669744,NMF->RF,Theory_features
28,0.2669670697884581,RF,All_features
243,0.2669677737521618,RF,Theory_features
252,0.2669701182866053,RF,Theory_features
213,0.2669703856255659,NMF->DT (MF),All_features
256,0.26697062022116763,RF,All_features
829,0.266977724913165,RF,All_features
935,0.2669800542088977,NMF->RF,All_features
746,0.2669806032813776,NMF->RF,All_features
69,0.26698905044987764,NMF->RF,Theory_features
761,0.2669892790595291,NMF->RF,Theory_features
2907,0.26698933173528666,NMF->RF,All_features
717,0.26698951834813184,NMF->DT (MF),All_features
1111,0.2669906625583511,NMF->RF,All_features
19,0.26699077783457803,NMF->DT,All_features
301,0.2669955230583573,NMF->DT (MF),All_features
110,0.2669956157141885,NMF->DT (MF),All_features
1378,0.2669967967774365,NMF->RF,All_features
1751,0.2669979434629152,NMF->RF,All_features
929,0.2669984417486561,NMF->RF,All_features
644,0.2669994211816378,NMF->RF,Theory_features
227,0.26699952188559456,NMF->RF,All_features
21,0.2670045003979591,NMF->DT (MF),Theory_features
328,0.2670058373483916,RF,Theory_features
878,0.2670068530764323,NMF->RF,All_features
61,0.2670069228805523,NMF->DT (MF),Theory_features
1354,0.2670072477438737,NMF->RF,All_features
398,0.2670147640544078,NMF->DT (MF),All_features
2792,0.26701732723477983,NMF->RF,All_features
205,0.2670177926632065,NMF->RF,Theory_features
103,0.2670203890245268,Lasso,All_features
202,0.2670205551382013,RF,Theory_features
953,0.26702239818821816,RF,Theory_features
591,0.2670257616013623,RF,All_features
978,0.2670280935534309,NMF->RF,All_features
2389,0.2670357124075757,NMF->RF,All_features
396,0.2670361968335439,NMF->RF,All_features
238,0.26703916843539544,NMF->RF,Theory_features
688,0.2670421897546745,NMF->RF,Theory_features
154,0.26704313509608424,Lasso,Theory_features
363,0.26704671724599066,NMF->DT (MF),All_features
142,0.26704746761824416,RF,Theory_features
528,0.2670479047899168,RF,Theory_features
523,0.2670479530845074,RF,Theory_features
244,0.2670483770286672,NMF->RF,Theory_features
332,0.26705071282801024,NMF->RF,Theory_features
4,0.2670508323026181,DT (MF),Theory_features
159,0.2670527559332317,NMF->DT (MF),All_features
714,0.26705336283353304,NMF->RF,All_features
855,0.2670590358782815,RF,Theory_features
372,0.26705924724895563,NMF->DT (MF),All_features
879,0.26706088119844623,NMF->RF,All_features
667,0.2670667839501005,RF,All_features
322,0.2670669360222657,RF,All_features
706,0.2670713652722831,RF,Theory_features
409,0.2670764354195831,NMF->RF,All_features
1737,0.2670769950795147,NMF->RF,All_features
162,0.2670800473382054,NMF->RF,All_features
2834,0.26708020527675275,NMF->RF,All_features
91,0.2670803131489229,NMF->RF,Theory_features
133,0.2670823198124277,NMF->RF,All_features
793,0.26708439107003,NMF->RF,Theory_features
16,0.2670855444587781,RF,All_features
324,0.26708889608367303,NMF->RF,Theory_features
291,0.26708947362987273,NMF->RF,Theory_features
3030,0.2670960248027656,NMF->RF,All_features
79,0.2670960371768498,NMF->RF,Theory_features
1714,0.26710241260836504,NMF->RF,All_features
2210,0.2671024222488993,NMF->RF,All_features
435,0.2671036878960622,NMF->RF,All_features
109,0.26710453795942285,NMF->RF,Theory_features
134,0.2671101813789994,RF,Theory_features
2040,0.2671123543407881,NMF->RF,All_features
83,0.2671137919327881,NMF->RF,Theory_features
31,0.2671196252416673,RF,Theory_features
745,0.2671241238293732,NMF->RF,All_features
764,0.2671251275419107,NMF->RF,All_features
206,0.2671276405300805,NMF->DT (MF),All_features
251,0.2671283548173009,NMF->RF,All_features
545,0.26712891474947903,RF,Theory_features
633,0.2671304288443386,NMF->DT (MF),All_features
603,0.26713456792579715,NMF->RF,All_features
548,0.2671361147210781,NMF->RF,Theory_features
502,0.2671370782249428,RF,Theory_features
158,0.2671391610079707,NMF->RF,Theory_features
930,0.2671429966418213,RF,All_features
743,0.2671438247593037,NMF->RF,All_features
481,0.2671484799529141,RF,Theory_features
420,0.26714939796033377,NMF->RF,All_features
621,0.2671507525425601,NMF->RF,All_features
1835,0.2671515149947773,NMF->RF,All_features
1076,0.267154764980456,NMF->RF,All_features
3802,0.26715907381098875,NMF->RF,All_features
126,0.2671632294963605,RF,Theory_features
259,0.2671661587470989,NMF->DT (MF),All_features
413,0.2671670018894919,RF,All_features
105,0.267171967914746,RF,Theory_features
394,0.2671752165554913,NMF->DT (MF),All_features
944,0.267179879488678,RF,All_features
756,0.2671811942981811,RF,Theory_features
1035,0.267182053875339,NMF->RF,All_features
71,0.26718269072841017,NMF->RF,Theory_features
2810,0.26718692031139224,NMF->RF,All_features
2811,0.26718713676534395,NMF->RF,All_features
158,0.2671884531160827,NMF->RF,All_features
592,0.2671892332793382,NMF->RF,All_features
1861,0.26719226436242594,NMF->RF,All_features
77,0.2671928105498204,RF,Theory_features
333,0.26719464643049473,NMF->DT (MF),All_features
125,0.2671946612447695,RF,All_features
1093,0.26719516741682925,NMF->RF,All_features
1052,0.2671971041711512,RF,All_features
388,0.2672024060102288,NMF->RF,All_features
85,0.2672043630001793,NMF->RF,All_features
947,0.2672044503135857,RF,All_features
629,0.2672062527559088,NMF->RF,All_features
221,0.2672078087187691,RF,Theory_features
3471,0.26721298840236984,NMF->RF,All_features
312,0.26721525316136874,NMF->RF,Theory_features
158,0.2672154109986283,RF,All_features
437,0.26721600649302696,NMF->RF,Theory_features
623,0.2672163608676815,NMF->RF,All_features
915,0.2672168267553227,RF,Theory_features
710,0.2672174899416981,NMF->RF,All_features
860,0.2672180421223116,RF,Theory_features
148,0.26721851831725985,NMF->RF,Theory_features
1369,0.2672189079998002,NMF->RF,All_features
196,0.2672225471914211,NMF->DT (MF),All_features
313,0.26722302265521697,NMF->RF,Theory_features
61,0.2672247962408318,RF,All_features
902,0.267224866119672,NMF->RF,All_features
175,0.2672272186512978,Lasso,Theory_features
326,0.2672416928467323,RF,Theory_features
473,0.2672435489625641,RF,Theory_features
847,0.2672437036127899,NMF->RF,Theory_features
166,0.26724382714920863,NMF->RF,Theory_features
355,0.26725297737819675,RF,All_features
567,0.2672543843718432,NMF->RF,All_features
514,0.2672580974067897,NMF->RF,All_features
334,0.2672581156130181,RF,Theory_features
1449,0.26725857473473463,NMF->RF,All_features
787,0.2672618296259259,RF,Theory_features
693,0.2672625354713617,NMF->RF,Theory_features
132,0.26726415380687657,NMF->DT (MF),All_features
242,0.2672647289055016,NMF->RF,Theory_features
33,0.26726597649084777,NMF->RF,Theory_features
446,0.2672681005568857,NMF->DT (MF),All_features
1728,0.26727067151963624,NMF->RF,All_features
134,0.2672713598344392,NMF->RF,All_features
480,0.26727140362048074,NMF->DT (MF),All_features
318,0.2672716850462449,NMF->RF,All_features
174,0.2672736159794972,RF,Theory_features
715,0.2672785473826272,RF,Theory_features
333,0.2672811919655169,NMF->RF,Theory_features
873,0.2672882158476741,NMF->RF,Theory_features
14,0.2672886945135578,NMF->RF,All_features
643,0.2672903529723526,NMF->RF,All_features
319,0.26729136852366936,NMF->RF,All_features
663,0.2672971039844822,RF,All_features
840,0.26729745278949085,NMF->RF,All_features
1837,0.2672984460853483,NMF->RF,All_features
2500,0.2673033175339387,NMF->RF,All_features
494,0.26730339635743644,NMF->RF,Theory_features
854,0.2673042032411154,RF,All_features
546,0.2673044412976501,NMF->DT (MF),All_features
144,0.2673111126021069,NMF->RF,Theory_features
230,0.2673158343199,RF,Theory_features
861,0.2673170188825858,RF,Theory_features
50,0.26731718301845764,NMF->RF,All_features
170,0.26731903405364604,NMF->RF,Theory_features
1338,0.2673244106831346,NMF->RF,All_features
294,0.2673296139190398,NMF->RF,Theory_features
688,0.2673304303421597,NMF->RF,All_features
556,0.2673323252495917,RF,All_features
157,0.26733558493947857,NMF->RF,All_features
583,0.2673368231584056,NMF->RF,All_features
368,0.2673371074072059,RF,Theory_features
6,0.2673376041442218,DT (MF),Theory_features
460,0.26733872594730146,NMF->RF,Theory_features
2496,0.26733904774827044,NMF->RF,All_features
562,0.26733942726983617,NMF->RF,All_features
75,0.2673398957098587,Lasso,Theory_features
53,0.2673414959510689,RF,All_features
295,0.2673449794066464,NMF->RF,Theory_features
236,0.2673457109844715,NMF->DT (MF),All_features
937,0.2673474986339859,RF,Theory_features
2,0.2673481772157893,NMF->RF,Theory_features
2812,0.2673482051893564,NMF->RF,All_features
3644,0.2673482261040365,NMF->RF,All_features
56,0.2673493583474002,NMF->DT (MF),All_features
107,0.2673508307720913,Lasso,All_features
348,0.2673520864158461,NMF->DT (MF),All_features
201,0.26735475108491324,NMF->RF,All_features
25,0.2673574154070477,NMF->DT (MF),Theory_features
234,0.26736148232596463,NMF->RF,Theory_features
760,0.2673630885137497,NMF->RF,Theory_features
200,0.2673685086716662,NMF->RF,All_features
220,0.267373953469055,NMF->RF,All_features
62,0.267378431121353,NMF->DT,All_features
194,0.2673800599172725,NMF->DT (MF),All_features
208,0.2673826238826707,Lasso,All_features
1484,0.26738296389861993,NMF->RF,All_features
406,0.2673863404860771,NMF->RF,Theory_features
304,0.2673914239048315,NMF->DT (MF),All_features
747,0.2673914645347023,RF,All_features
352,0.2673916447834605,NMF->DT (MF),All_features
2202,0.26739489897226315,NMF->RF,All_features
883,0.2673968327245057,RF,Theory_features
2759,0.2673974667378601,NMF->RF,All_features
458,0.2673990269641574,NMF->DT (MF),All_features
164,0.2674025950220841,NMF->RF,Theory_features
1820,0.2674052628931802,NMF->RF,All_features
53,0.26740676737792,Lasso,Theory_features
863,0.2674104407058757,NMF->RF,All_features
327,0.2674119729241011,NMF->DT (MF),All_features
533,0.26741450579311604,NMF->DT (MF),All_features
714,0.2674149226946864,NMF->DT (MF),All_features
101,0.2674156298611914,NMF->DT,All_features
671,0.2674179332114074,NMF->DT (MF),All_features
175,0.26741806514428,Lasso,All_features
2488,0.2674188158082977,NMF->RF,All_features
81,0.26741938510703595,NMF->RF,Theory_features
666,0.2674215920214012,NMF->RF,All_features
2611,0.26742352120158536,NMF->RF,All_features
3709,0.2674258656818273,NMF->RF,All_features
2686,0.26742697092486595,NMF->RF,All_features
288,0.2674269732746488,NMF->DT (MF),All_features
60,0.26743096208220585,NMF->DT (MF),All_features
3052,0.2674313360060607,NMF->RF,All_features
399,0.2674332257652069,RF,Theory_features
274,0.26743528599129895,NMF->RF,Theory_features
187,0.2674355643550331,NMF->RF,All_features
422,0.2674412759177194,NMF->RF,All_features
527,0.26744382952051515,RF,All_features
2211,0.2674444715904531,NMF->RF,All_features
1451,0.2674452079626497,NMF->RF,All_features
2293,0.2674555255356155,NMF->RF,All_features
359,0.2674559269847316,NMF->RF,All_features
839,0.26745697772928423,RF,Theory_features
522,0.2674588899393224,RF,Theory_features
17,0.26745992590535816,NMF->RF,All_features
611,0.2674621273102681,RF,All_features
2805,0.26746566867114324,NMF->RF,All_features
790,0.2674700287625429,NMF->RF,Theory_features
309,0.2674726196058785,NMF->RF,All_features
873,0.2674839356278273,NMF->RF,All_features
1993,0.2674878106478959,NMF->RF,All_features
212,0.2674879900872992,Lasso,All_features
442,0.2674901906936965,NMF->RF,Theory_features
22,0.26749273852920474,NMF->RF,Theory_features
796,0.26749333734733943,NMF->RF,All_features
192,0.2674939334405441,RF,Theory_features
413,0.2674981407750473,NMF->RF,Theory_features
191,0.26749936980199784,Lasso,All_features
150,0.2674998028577668,NMF->DT (MF),All_features
2655,0.2675023954806275,NMF->RF,All_features
186,0.2675034747669948,RF,Theory_features
273,0.2675052806094189,RF,Theory_features
78,0.26750613159548203,NMF->DT,All_features
23,0.26750694011250714,NMF->DT (MF),Theory_features
392,0.26751386917044584,NMF->RF,All_features
602,0.2675154242483501,NMF->RF,Theory_features
272,0.2675157817228305,NMF->RF,Theory_features
995,0.2675178893461553,RF,All_features
767,0.2675179876173813,RF,Theory_features
393,0.2675183647667136,NMF->DT (MF),All_features
62,0.2675195776875944,NMF->RF,All_features
468,0.2675204300214462,NMF->RF,Theory_features
102,0.267523556349101,NMF->RF,Theory_features
46,0.26752423366198297,NMF->DT,All_features
279,0.26752813829899136,RF,Theory_features
871,0.2675283657037432,RF,Theory_features
63,0.2675328890250531,RF,All_features
2793,0.26753743028988525,NMF->RF,All_features
456,0.2675383235086069,NMF->RF,All_features
524,0.2675432063516381,RF,All_features
156,0.26754322818562976,RF,Theory_features
222,0.2675452451918117,NMF->DT (MF),All_features
825,0.2675467530998897,NMF->RF,All_features
779,0.2675491803773281,NMF->RF,All_features
513,0.2675514861985037,RF,Theory_features
276,0.26755266437037023,RF,All_features
331,0.2675539818384226,NMF->RF,All_features
41,0.2675549123322384,RF,Theory_features
883,0.2675594543367994,NMF->RF,All_features
510,0.2675596654043491,NMF->RF,Theory_features
939,0.2675616631353669,RF,Theory_features
1355,0.2675640189519738,NMF->RF,All_features
2482,0.26756587246513885,NMF->RF,All_features
86,0.2675662423481992,NMF->DT (MF),All_features
687,0.2675680879373657,RF,Theory_features
2633,0.2675702309773048,NMF->RF,All_features
423,0.2675704669355289,NMF->RF,Theory_features
453,0.2675718946659367,NMF->RF,All_features
2477,0.2675723995071356,NMF->RF,All_features
914,0.2675726770956691,NMF->RF,All_features
815,0.2675737999376773,NMF->RF,All_features
958,0.26757845649504985,RF,All_features
647,0.26757950578198075,RF,Theory_features
172,0.2675800177290334,RF,Theory_features
740,0.267581965213796,NMF->RF,All_features
308,0.26758525225372143,NMF->DT (MF),All_features
911,0.2675857646111826,RF,Theory_features
934,0.2675858560594263,NMF->RF,All_features
517,0.2675901990771551,NMF->RF,Theory_features
722,0.2675910858317693,NMF->RF,All_features
286,0.2675937805567912,NMF->RF,All_features
511,0.26759482730973394,NMF->RF,All_features
417,0.2675992463629217,NMF->DT (MF),All_features
3011,0.26759931585351404,NMF->RF,All_features
35,0.26760041095764137,NMF->RF,Theory_features
206,0.2676005220762698,NMF->RF,Theory_features
778,0.2676017127687028,RF,Theory_features
261,0.26760421490317904,NMF->DT (MF),All_features
891,0.2676102127210192,RF,All_features
567,0.2676108125899508,RF,Theory_features
2240,0.2676152403716463,NMF->RF,All_features
718,0.2676165727657689,NMF->DT (MF),All_features
1996,0.26761729730354145,NMF->RF,All_features
524,0.2676191016243709,RF,Theory_features
1575,0.2676198938351628,NMF->RF,All_features
464,0.26762224291876,RF,Theory_features
491,0.2676256150639559,NMF->RF,Theory_features
611,0.2676262557501117,NMF->RF,All_features
700,0.2676276743784689,NMF->RF,All_features
16,0.2676277758655277,NMF->DT (MF),Theory_features
223,0.2676279302933593,RF,All_features
529,0.2676291226303281,RF,Theory_features
215,0.2676294786006534,RF,Theory_features
189,0.2676307357505235,Lasso,Theory_features
876,0.2676316688179945,RF,Theory_features
72,0.2676348789697504,RF,Theory_features
49,0.2676352422619637,RF,All_features
871,0.2676364983051404,NMF->RF,All_features
2542,0.26763666942142256,NMF->RF,All_features
392,0.2676392671656723,RF,Theory_features
520,0.2676420692750598,NMF->DT (MF),All_features
403,0.2676436256837525,NMF->DT (MF),All_features
780,0.2676456238963512,NMF->RF,All_features
286,0.2676466696384461,NMF->DT (MF),All_features
704,0.26764799977735226,NMF->DT (MF),All_features
203,0.26765342297819017,NMF->RF,Theory_features
165,0.2676546870342931,NMF->DT (MF),All_features
834,0.2676560786530813,RF,Theory_features
411,0.26765728427213714,RF,All_features
638,0.26765762188754005,NMF->RF,Theory_features
85,0.2676641230693166,Lasso,Theory_features
3703,0.267664779903422,NMF->RF,All_features
50,0.2676670908048401,NMF->DT,All_features
123,0.2676688698694455,Lasso,Theory_features
677,0.2676689094297054,RF,All_features
869,0.2676735047617433,RF,Theory_features
258,0.2676803771478912,RF,Theory_features
531,0.26768061488922035,NMF->RF,All_features
297,0.2676825130638311,NMF->RF,Theory_features
2756,0.26768299683068,NMF->RF,All_features
719,0.2676830742740692,RF,Theory_features
2481,0.26768513606891153,NMF->RF,All_features
2541,0.26768643219967736,NMF->RF,All_features
400,0.26768699026464426,RF,Theory_features
267,0.2676870866539375,NMF->RF,Theory_features
418,0.2676913033201665,NMF->RF,Theory_features
283,0.2677021948219543,NMF->RF,Theory_features
2727,0.26770408812530955,NMF->RF,All_features
2510,0.2677044212523224,NMF->RF,All_features
444,0.2677073134085352,NMF->DT (MF),All_features
889,0.2677091696264395,NMF->RF,All_features
663,0.2677097434359166,NMF->RF,Theory_features
2815,0.26771208878173186,NMF->RF,All_features
234,0.26771235786318737,RF,All_features
6,0.2677131822345468,Lasso,Theory_features
184,0.26771338150304097,RF,Theory_features
550,0.2677173746977,RF,Theory_features
806,0.267724561607473,RF,Theory_features
398,0.2677245878692823,NMF->RF,Theory_features
72,0.26772561613446977,NMF->DT (MF),All_features
13,0.26772606405774085,NMF->RF,All_features
510,0.26772663725169965,NMF->RF,All_features
664,0.2677278443927996,NMF->RF,Theory_features
434,0.2677302219255154,NMF->RF,All_features
547,0.2677320045989197,NMF->RF,All_features
2776,0.2677408674895399,NMF->RF,All_features
1087,0.2677419623600666,NMF->RF,All_features
1898,0.2677421544738105,NMF->RF,All_features
87,0.2677445529391372,NMF->RF,All_features
60,0.2677447261927998,NMF->RF,Theory_features
2629,0.2677458075474018,NMF->RF,All_features
653,0.26774627744914553,NMF->RF,Theory_features
327,0.2677481041095715,RF,All_features
371,0.2677522442226453,NMF->RF,Theory_features
140,0.26775280821727804,RF,Theory_features
721,0.2677528954131751,NMF->RF,Theory_features
607,0.2677561223530424,NMF->RF,All_features
660,0.2677576941275762,RF,Theory_features
645,0.2677580872265241,NMF->RF,Theory_features
75,0.267758681011677,NMF->DT (MF),Theory_features
4,0.26776448000656583,NMF->DT (MF),All_features
51,0.26776474786705223,NMF->RF,Theory_features
691,0.2677675286885924,RF,All_features
680,0.2677698677919229,NMF->RF,Theory_features
110,0.2677705217846897,RF,Theory_features
651,0.2677755096215779,RF,All_features
707,0.26777572615488193,RF,Theory_features
735,0.2677776196504386,RF,Theory_features
29,0.26777941120901183,NMF->RF,Theory_features
544,0.26777942440064784,NMF->RF,Theory_features
3721,0.2677809041266775,NMF->RF,All_features
25,0.2677844544754001,Lasso,Theory_features
759,0.2677857806159098,RF,Theory_features
80,0.2677882725932646,NMF->RF,All_features
24,0.2677904551990644,NMF->RF,All_features
111,0.26779056801481793,NMF->DT (MF),All_features
906,0.2677908932947313,RF,Theory_features
3341,0.2677928804535045,NMF->RF,All_features
559,0.26779546719937475,RF,All_features
2711,0.26779555821195555,NMF->RF,All_features
272,0.2678006773849133,RF,Theory_features
1137,0.2678008319660733,NMF->RF,All_features
494,0.2678033289794518,NMF->RF,All_features
875,0.2678041023726685,NMF->RF,Theory_features
419,0.2678065217154018,NMF->RF,All_features
122,0.2678065737123929,NMF->RF,Theory_features
575,0.267818982925293,NMF->RF,All_features
797,0.2678208624725886,NMF->RF,All_features
57,0.2678210510585633,NMF->DT (MF),Theory_features
1,0.26782206441662704,Lasso,Theory_features
1757,0.2678263737256125,NMF->RF,All_features
3522,0.2678287489875893,NMF->RF,All_features
68,0.26782952639275803,NMF->DT (MF),All_features
138,0.2678297210766257,NMF->RF,Theory_features
211,0.2678312509032264,NMF->RF,Theory_features
136,0.26783281175217183,NMF->DT (MF),All_features
130,0.2678334037325123,Lasso,All_features
630,0.2678351252796067,NMF->RF,Theory_features
107,0.2678355823783052,NMF->DT (MF),All_features
24,0.26783781006502044,NMF->DT,All_features
256,0.2678390375791214,NMF->RF,Theory_features
600,0.26783903828632377,RF,All_features
403,0.26783958279828673,RF,All_features
417,0.2678470962067976,NMF->RF,Theory_features
581,0.2678473489024364,NMF->DT (MF),All_features
2766,0.2678473502014885,NMF->RF,All_features
2216,0.2678495106941347,NMF->RF,All_features
651,0.2678500634423474,NMF->RF,Theory_features
701,0.2678515584138897,NMF->RF,All_features
433,0.2678526201449243,NMF->DT (MF),All_features
27,0.2678538514970868,NMF->DT (MF),Theory_features
909,0.267854515249529,NMF->RF,All_features
309,0.2678627826541812,RF,All_features
542,0.2678632116312521,RF,Theory_features
1223,0.2678641631544151,NMF->RF,All_features
361,0.26786465700166,NMF->RF,All_features
1479,0.26786476243468105,NMF->RF,All_features
597,0.2678672191918444,NMF->RF,All_features
